key	d	u	pp	ht	ft	digraph	trial	name
 	1479588396.55	1479588396.61	0.132632017136	0.0591809749603	0.0734510421753	d- 	1	Aaron
o	1479588396.66	1479588396.72	0.11536192894	0.0557701587677	0.0595917701721	 -o	1	Aaron
v	1479588396.78	1479588396.86	0.112092018127	0.0795459747314	0.032546043396	o-v	1	Aaron
e	1479588396.89	1479588397.01	0.111882925034	0.12236905098	-0.010486125946	v-e	1	Aaron
r	1479588396.97	1479588397.08	0.0800681114197	0.111552000046	-0.0314838886261	e-r	1	Aaron
 	1479588397.05	1479588397.13	0.079756975174	0.0824370384216	-0.00268006324768	r- 	1	Aaron
t	1479588397.16	1479588397.24	0.110887050629	0.0807290077209	0.0301580429077	 -t	1	Aaron
h	1479588397.2	1479588397.26	0.0413348674774	0.056648015976	-0.0153131484985	t-h	1	Aaron
e	1479588397.3	1479588397.37	0.095575094223	0.0718901157379	0.0236849784851	h-e	1	Aaron
 	1479588397.38	1479588397.47	0.088222026825	0.0906150341034	-0.00239300727844	e- 	1	Aaron
l	1479588397.57	1479588397.64	0.184087991714	0.0715630054474	0.112524986267	 -l	1	Aaron
a	1479588397.69	1479588397.75	0.119714975357	0.0639579296112	0.0557570457458	l-a	1	Aaron
z	1479588397.88	1479588397.94	0.192268133163	0.0559639930725	0.136304140091	a-z	1	Aaron
y	1479588397.94	1479588398.0	0.0638899803162	0.0558249950409	0.00806498527527	z-y	1	Aaron
 	1479588398.01	1479588398.11	0.0642218589783	0.105221986771	-0.0410001277924	y- 	1	Aaron
d	1479588398.21	1479588398.26	0.201657056808	0.0537779331207	0.147879123688	 -d	1	Aaron
o	1479588398.28	1479588398.34	0.0703229904175	0.0637979507446	0.00652503967285	d-o	1	Aaron
g	1479588398.43	1479588398.5	0.15144109726	0.0639798641205	0.087461233139	o-g	1	Aaron
 	1479588398.54	1479588398.61	0.104864835739	0.0709750652313	0.0338897705078	g- 	1	Aaron
a	1479588398.62	1479588398.7	0.0792880058289	0.079861164093	-0.00057315826416	 -a	1	Aaron
n	1479588398.71	1479588398.76	0.0939660072327	0.05011510849	0.0438508987427	a-n	1	Aaron
d	1479588398.78	1479588398.85	0.0663709640503	0.0716691017151	-0.00529813766479	n-d	1	Aaron
 	1479588398.88	1479588398.97	0.099308013916	0.0922210216522	0.00708699226379	d- 	1	Aaron
r	1479588398.99	1479588399.06	0.115930080414	0.0724771022797	0.0434529781342	 -r	1	Aaron
a	1479588399.12	1479588399.18	0.126905918121	0.065376996994	0.0615289211273	r-a	1	Aaron
n	1479588399.18	1479588399.24	0.0654950141907	0.0561230182648	0.0093719959259	a-n	1	Aaron
 	1479588399.32	1479588399.41	0.135751962662	0.0937449932098	0.0420069694519	n- 	1	Aaron
a	1479588399.49	1479588399.56	0.169869184494	0.070319890976	0.0995492935181	 -a	1	Aaron
l	1479588399.58	1479588399.65	0.0868089199066	0.0721969604492	0.0146119594574	a-l	1	Aaron
l	1479588399.71	1479588399.77	0.132364034653	0.0592429637909	0.0731210708618	l-l	1	Aaron
 	1479588399.78	1479588399.84	0.0673580169678	0.0639169216156	0.00344109535217	l- 	1	Aaron
t	1479588399.89	1479588399.96	0.112035036087	0.0713968276978	0.0406382083893	 -t	1	Aaron
h	1479588399.98	1479588400.02	0.0875329971313	0.0482468605042	0.0392861366272	t-h	1	Aaron
e	1479588400.07	1479588400.16	0.0966567993164	0.087434053421	0.00922274589539	h-e	1	Aaron
 	1479588400.18	1479588400.27	0.111623048782	0.088091135025	0.0235319137573	e- 	1	Aaron
w	1479588400.32	1479588400.45	0.136226177216	0.127602815628	0.00862336158752	 -w	1	Aaron
a	1479588400.42	1479588400.53	0.104122877121	0.103920936584	0.000201940536499	w-a	1	Aaron
y	1479588400.53	1479588400.57	0.104074001312	0.0395660400391	0.0645079612732	a-y	1	Aaron
 	1479588400.58	1479588400.69	0.0557630062103	0.103754997253	-0.0479919910431	y- 	1	Aaron
t	1479588400.73	1479588400.78	0.141336917877	0.0584270954132	0.082909822464	 -t	1	Aaron
o	1479588400.8	1479588400.86	0.0747330188751	0.0586450099945	0.0160880088806	t-o	1	Aaron
 	1479588400.85	1479588400.96	0.047975063324	0.112561941147	-0.0645868778229	o- 	1	Aaron
w	1479588400.99	1479588401.07	0.145886898041	0.0779011249542	0.0679857730865	 -w	1	Aaron
i	1479588401.1	1479588401.15	0.104668140411	0.0534038543701	0.0512642860413	w-i	1	Aaron
l	1479588401.21	1479588401.3	0.110591888428	0.0864360332489	0.0241558551788	i-l	1	Aaron
d	1479588401.29	1479588401.35	0.0789420604706	0.063863992691	0.0150780677795	l-d	1	Aaron
h	1479588401.69	1479588401.76	0.400048017502	0.071496963501	0.328551054001	d-h	1	Aaron
a	1479588401.89	1479588401.95	0.199930906296	0.0636801719666	0.136250734329	h-a	1	Aaron
c	1479588402.02	1479588402.09	0.136028051376	0.0638160705566	0.0722119808197	a-c	1	Aaron
k	1479588402.12	1479588402.19	0.0924620628357	0.0691130161285	0.0233490467072	c-k	1	Aaron
s	1479588402.22	1479588402.3	0.108035087585	0.071053981781	0.0369811058044	k-s	1	Aaron
t	1479588402.61	1479588402.67		0.0637731552124			2	Aaron
h	1479588402.7	1479588402.74	0.0958111286163	0.0396120548248	0.0561990737915	t-h	2	Aaron
e	1479588402.79	1479588402.85	0.0878310203552	0.0562839508057	0.0315470695496	h-e	2	Aaron
 	1479588402.8	1479588402.91	0.0078558921814	0.112003087997	-0.104147195816	e- 	2	Aaron
q	1479588402.99	1479588403.08	0.192259073257	0.0903668403625	0.101892232895	 -q	2	Aaron
u	1479588403.08	1479588403.15	0.0904719829559	0.0692150592804	0.0212569236755	q-u	2	Aaron
i	1479588403.18	1479588403.27	0.093563079834	0.0955648422241	-0.00200176239014	u-i	2	Aaron
c	1479588403.32	1479588403.38	0.145047903061	0.0622749328613	0.0827729701996	i-c	2	Aaron
k	1479588403.41	1479588403.49	0.0893959999084	0.0827620029449	0.0066339969635	c-k	2	Aaron
 	1479588403.47	1479588403.57	0.0615890026093	0.0956740379333	-0.0340850353241	k- 	2	Aaron
b	1479588403.62	1479588403.68	0.143703937531	0.0640690326691	0.0796349048615	 -b	2	Aaron
r	1479588403.76	1479588403.83	0.144155025482	0.071897983551	0.0722570419312	b-r	2	Aaron
o	1479588403.87	1479588403.94	0.111860990524	0.0720551013947	0.0398058891296	r-o	2	Aaron
w	1479588403.98	1479588404.07	0.104102134705	0.0919909477234	0.0121111869812	o-w	2	Aaron
n	1479588404.11	1479588404.18	0.13387799263	0.0740058422089	0.0598721504211	w-n	2	Aaron
 	1479588404.22	1479588404.31	0.114125967026	0.0881190299988	0.026006937027	n- 	2	Aaron
f	1479588404.47	1479588404.54	0.248024940491	0.0633690357208	0.18465590477	 -f	2	Aaron
o	1479588404.56	1479588404.61	0.0882320404053	0.0476479530334	0.0405840873718	f-o	2	Aaron
x	1479588404.7	1479588404.77	0.135721921921	0.0715279579163	0.0641939640045	o-x	2	Aaron
 	1479588404.82	1479588404.88	0.127983093262	0.0557718276978	0.072211265564	x- 	2	Aaron
u	1479588405.08	1479588405.16	0.256170034409	0.079491853714	0.176678180695	 -u	2	Aaron
p	1479588405.37	1479588405.43	0.287897825241	0.063728094101	0.22416973114	u-p	2	Aaron
del	1479588405.63	1479588405.67	0.264021158218	0.0396428108215	0.224378347397	p-del	2	Aaron
del	1479588405.75	1479588405.8	0.119937896729	0.0476660728455	0.0722718238831	del-del	2	Aaron
j	1479588405.9	1479588405.95	0.143752098083	0.0561149120331	0.0876371860504	del-j	2	Aaron
u	1479588406.01	1479588406.1	0.112277030945	0.0874009132385	0.0248761177063	j-u	2	Aaron
m	1479588406.18	1479588406.24	0.167815923691	0.0639779567719	0.103837966919	u-m	2	Aaron
p	1479588406.25	1479588406.29	0.0722110271454	0.0399038791656	0.0323071479797	m-p	2	Aaron
e	1479588406.3	1479588406.38	0.0563700199127	0.0794439315796	-0.0230739116669	p-e	2	Aaron
d	1479588406.39	1479588406.5	0.0872189998627	0.112550973892	-0.0253319740295	e-d	2	Aaron
 	1479588406.51	1479588406.58	0.120604991913	0.0716218948364	0.0489830970764	d- 	2	Aaron
o	1479588406.6	1479588406.66	0.0873959064484	0.0639541149139	0.0234417915344	 -o	2	Aaron
v	1479588406.69	1479588406.77	0.0942780971527	0.073737859726	0.0205402374268	o-v	2	Aaron
e	1479588406.83	1479588406.93	0.137735843658	0.096039056778	0.0416967868805	v-e	2	Aaron
r	1479588406.9	1479588406.98	0.0642189979553	0.0879421234131	-0.0237231254578	e-r	2	Aaron
 	1479588407.02	1479588407.08	0.120098114014	0.0639789104462	0.0561192035675	r- 	2	Aaron
t	1479588407.1	1479588407.18	0.0795950889587	0.0800778865814	-0.000482797622681	 -t	2	Aaron
h	1479588407.17	1479588407.22	0.07244181633	0.0559270381927	0.0165147781372	t-h	2	Aaron
e	1479588407.25	1479588407.33	0.0800201892853	0.0796368122101	0.000383377075195	h-e	2	Aaron
 	1479588407.37	1479588407.46	0.119655847549	0.0881769657135	0.0314788818359	e- 	2	Aaron
l	1479588407.68	1479588407.74	0.312338113785	0.0556268692017	0.256711244583	 -l	2	Aaron
a	1479588407.79	1479588407.86	0.11151099205	0.064395904541	0.0471150875092	l-a	2	Aaron
z	1479588407.95	1479588408.04	0.160454034805	0.0877029895782	0.0727510452271	a-z	2	Aaron
 	1479588408.1	1479588408.18	0.143570899963	0.084657907486	0.0589129924774	z- 	2	Aaron
